日期,转债代码,转债名称,操作,数量,价格,金额,收益,收益率
2018-04-10,113017.SH,吉视转债,买入,2044,99.56,203500.64,0.0,0.0
2018-04-11,128036.SZ,金农转债,卖出,2,98.786,197.572,-3.611101407083936,-1.7949327661357817
2018-04-11,128026.SZ,众兴转债,卖出,4,97.32,389.28,-12.313963705826211,-3.0662721103164703
2018-04-11,113017.SH,吉视转债,卖出,2044,99.52,203418.88,-81.76000000001278,-0.04017677782242046
2018-04-11,113505.SH,杭电转债,买入,6,104.78,628.6800000000001,0.0,0.0
2018-04-11,123009.SZ,星源转债,买入,1731,117.49,203375.19,0.0,0.0
2018-04-12,128026.SZ,众兴转债,卖出,2090,96.96,202646.4,-7588.040000000017,-3.609323001502518
2018-04-12,123009.SZ,星源转债,卖出,3,117.5,352.5,0.030000000000015348,0.008511362669172406
2018-04-12,113505.SH,杭电转债,买入,4,104.3,417.2,0.0,0.0
2018-04-13,123009.SZ,星源转债,卖出,2,117.42,234.84,-0.5479513888888903,-0.23278650655470523
2018-04-13,128036.SZ,金农转债,买入,5,98.18,490.90000000000003,0.0,0.0
2018-04-13,113505.SH,杭电转债,买入,5,103.86,519.3,0.0,0.0
2018-04-16,113505.SH,杭电转债,卖出,1951,102.98,200913.98,-2379.2099999999673,-1.1703343333832161
2018-04-16,123009.SZ,星源转债,卖出,15,118.28,1774.2,6.7446987253764945,0.38160505221900287
2018-04-16,128036.SZ,金农转债,买入,8,97.701,781.608,0.0,0.0
2018-04-16,113017.SH,吉视转债,买入,2024,100.0,202400.0,0.0,0.0
2018-04-17,123009.SZ,星源转债,卖出,1711,117.73,201436.03,-1939.1600000000003,-0.9534889678529668
2018-04-17,113017.SH,吉视转债,卖出,9,100.28,902.52,2.5200000000000102,0.27999999999999137
2018-04-17,128036.SZ,金农转债,买入,11,97.0,1067.0,0.0,0.0
2018-04-17,113505.SH,杭电转债,买入,1981,102.01,202081.81,0.0,0.0
2018-04-18,113017.SH,吉视转债,卖出,2015,100.0,201500.0,-899.9999999999986,-0.44466403162055634
2018-04-18,113505.SH,杭电转债,卖出,3,102.07,306.21,0.1799999999999642,0.05881776296441377
2018-04-18,128036.SZ,金农转债,买入,2,96.819,193.638,0.0,0.0
2018-04-18,128026.SZ,众兴转债,买入,2105,95.89,201848.45,0.0,0.0
2018-04-19,113505.SH,杭电转债,卖出,4,102.24,408.96,0.3011324570272791,0.0736879781510158
2018-04-19,128026.SZ,众兴转债,卖出,2105,95.89,201848.45,0.0,0.0
2018-04-19,128038.SZ,利欧转债,买入,2064,97.8,201859.19999999998,0.0,0.0
2018-04-19,128036.SZ,金农转债,买入,5,96.571,482.855,0.0,0.0
2018-04-20,113505.SH,杭电转债,卖出,26,103.32,2686.3199999999997,24.654822695035364,0.926293168098602
2018-04-20,128038.SZ,利欧转债,买入,31,96.07,2978.1699999999996,0.0,0.0
2018-04-20,128036.SZ,金农转债,买入,10,95.807,958.07,0.0,0.0
2018-04-23,128038.SZ,利欧转债,卖出,1,95.426,95.426,-2.3484009546539397,-2.4018566534026453
2018-04-23,128036.SZ,金农转债,买入,22,94.17,2071.7400000000002,0.0,0.0
2018-04-23,113505.SH,杭电转债,买入,10,102.04,1020.4000000000001,0.0,0.0
2018-04-24,128036.SZ,金农转债,卖出,12,95.203,1142.4360000000001,-64.15210744580577,-5.316819140676565
2018-04-24,113505.SH,杭电转债,卖出,1958,102.89,201458.62,-1643.5899999999867,-0.8092427945515679
2018-04-24,128038.SZ,利欧转债,卖出,6,96.222,577.332,-9.594561604584555,-1.6347124550564196
